Date,Day,Month,Year,Weekday,Q1,Q2,Q3,Q4,Total Sales,S1,S2,S3,S4,Total Revenue
2015-07-10,10,Jul,2015,Friday,5540,2518,2228,959,11245,17561.8,15964.12,12075.76,6837.67,52439.35
2015-08-10,10,Aug,2015,Monday,6594,631,5466,1742,14433,20902.98,4000.54,29625.72,12420.46,66949.70000000001
2015-09-10,10,Sep,2015,Thursday,7292,1777,334,1162,10565,23115.64,11266.18,1810.28,8285.06,44477.159999999996
2015-10-10,10,Oct,2015,Saturday,6160,262,5036,998,12456,19527.2,1661.08,27295.12,7115.74,55599.13999999999
2015-11-10,10,Nov,2015,Tuesday,1615,963,5574,1474,9626,5119.55,6105.42,30211.08,10509.62,51945.670000000006
2015-12-10,10,Dec,2015,Thursday,7178,3154,3049,316,13697,22754.26,19996.36,16525.58,2253.08,61529.28
2015-10-13,13,Oct,2015,Tuesday,2759,1498,841,1868,6966,8746.03,9497.32,4558.22,13318.84,36120.41
2015-10-14,14,Oct,2015,Wednesday,4007,699,4070,1844,10620,12702.19,4431.66,22059.4,13147.72,52340.97
2015-10-15,15,Oct,2015,Thursday,2081,530,644,1859,5114,6596.77,3360.2,3490.48,13254.67,26702.120000000003
2015-10-16,16,Oct,2015,Friday,792,1864,3687,1490,7833,2510.64,11817.76,19983.54,10623.7,44935.64
2015-10-17,17,Oct,2015,Saturday,7609,3285,1990,714,13598,24120.53,20826.9,10785.8,5090.82,60824.049999999996
2015-10-18,18,Oct,2015,Sunday,2589,695,3948,451,7683,8207.13,4406.3,21398.16,3215.63,37227.219999999994
2015-10-19,19,Oct,2015,Monday,7270,1375,1792,544,10981,23045.9,8717.5,9712.64,3878.72,45354.76
2015-10-20,20,Oct,2015,Tuesday,4325,2626,2959,884,10794,13710.25,16648.84,16037.78,6302.92,52699.79
2015-10-21,21,Oct,2015,Wednesday,2926,600,4964,975,9465,9275.42,3804.0,26904.88,6951.75,46936.05
2015-10-22,22,Oct,2015,Thursday,4636,1283,1834,1865,9618,14696.12,8134.22,9940.28,13297.45,46068.07000000001
2015-10-23,23,Oct,2015,Friday,5068,3554,680,743,10045,16065.56,22532.36,3685.6,5297.59,47581.11
2015-10-24,24,Oct,2015,Saturday,7186,1037,2898,1407,12528,22779.62,6574.58,15707.16,10031.91,55093.270000000004
2015-10-25,25,Oct,2015,Sunday,2419,445,3191,1876,7931,7668.23,2821.3,17295.22,13375.88,41160.63
2015-10-26,26,Oct,2015,Monday,1553,3738,1083,355,6729,4923.01,23698.92,5869.86,2531.15,37022.94
2015-10-27,27,Oct,2015,Tuesday,2623,545,572,279,4019,8314.91,3455.3,3100.24,1989.27,16859.719999999998
2015-10-28,28,Oct,2015,Wednesday,2058,633,4249,874,7814,6523.86,4013.22,23029.58,6231.62,39798.280000000006
2015-10-29,29,Oct,2015,Thursday,773,3161,4623,1343,9900,2450.41,20040.74,25056.66,9575.59,57123.399999999994
2015-10-30,30,Oct,2015,Friday,849,2620,3191,1636,8296,2691.33,16610.8,17295.22,11664.68,48262.03
2015-01-11,11,Jan,2015,Sunday,6206,383,3436,1206,11231,19673.02,2428.22,18623.12,8598.78,49323.14
2015-02-11,11,Feb,2015,Wednesday,5870,1634,4739,554,12797,18607.9,10359.56,25685.38,3950.02,58602.85999999999
2015-03-11,11,Mar,2015,Wednesday,2124,3304,2498,1419,9345,6733.08,20947.36,13539.16,10117.47,51337.07000000001
2015-04-11,11,Apr,2015,Saturday,4146,754,2621,1039,8560,13142.82,4780.36,14205.82,7408.07,39537.07
2015-05-11,11,May,2015,Monday,7166,1658,4531,1337,14692,22716.22,10511.72,24558.02,9532.81,67318.77
2015-06-11,11,Jun,2015,Thursday,344,2789,4872,440,8445,1090.48,17682.26,26406.24,3137.2,48316.17999999999
2015-07-11,11,Jul,2015,Saturday,707,2646,2552,1143,7048,2241.19,16775.64,13831.84,8149.59,40998.259999999995
2015-08-11,11,Aug,2015,Tuesday,6762,1066,5751,1237,14816,21435.54,6758.44,31170.42,8819.81,68184.20999999999
2015-09-11,11,Sep,2015,Friday,4550,864,1885,1017,8316,14423.5,5477.76,10216.7,7251.21,37369.170000000006
2015-10-11,11,Oct,2015,Sunday,1021,375,5208,721,7325,3236.57,2377.5,28227.36,5140.73,38982.16
2015-11-11,11,Nov,2015,Wednesday,7328,2035,922,812,11097,23229.76,12901.9,4997.24,5789.56,46918.45999999999
2015-12-11,11,Dec,2015,Friday,921,1772,1651,531,4875,2919.57,11234.48,8948.42,3786.03,26888.5
2015-11-13,13,Nov,2015,Friday,1958,615,4855,1285,8713,6206.86,3899.1,26314.1,9162.05,45582.11
2015-11-14,14,Nov,2015,Saturday,2001,2313,1502,1508,7324,6343.17,14664.42,8140.84,10752.04,39900.47
2015-11-15,15,Nov,2015,Sunday,5547,3887,484,742,10660,17583.99,24643.58,2623.28,5290.46,50141.310000000005
2015-11-16,16,Nov,2015,Monday,6247,904,3235,339,10725,19802.99,5731.36,17533.7,2417.07,45485.12
2015-11-17,17,Nov,2015,Tuesday,7034,2267,4994,662,14957,22297.78,14372.78,27067.48,4720.06,68458.09999999999
2015-11-18,18,Nov,2015,Wednesday,997,2674,1402,1538,6611,3160.49,16953.16,7598.84,10965.94,38678.43
2015-11-19,19,Nov,2015,Thursday,6714,3655,544,627,11540,21283.38,23172.7,2948.48,4470.51,51875.07000000001
2015-11-20,20,Nov,2015,Friday,5245,1122,5928,742,13037,16626.65,7113.48,32129.76,5290.46,61160.35
2015-11-21,21,Nov,2015,Saturday,7549,725,1934,1091,11299,23930.33,4596.5,10482.28,7778.83,46787.94
2015-11-22,22,Nov,2015,Sunday,4832,631,2539,1235,9237,15317.44,4000.54,13761.38,8805.55,41884.91
2015-11-23,23,Nov,2015,Monday,4204,2991,3147,1775,12117,13326.68,18962.94,17056.74,12655.75,62002.11
2015-11-24,24,Nov,2015,Tuesday,2389,2664,2911,1836,9800,7573.13,16889.76,15777.62,13090.68,53331.19
2015-11-25,25,Nov,2015,Wednesday,4402,3945,5643,1437,15427,13954.34,25011.3,30585.06,10245.81,79796.51
2015-11-26,26,Nov,2015,Thursday,2052,953,5143,336,8484,6504.84,6042.02,27875.06,2395.68,42817.6
2015-11-27,27,Nov,2015,Friday,2453,548,2573,1684,7258,7776.01,3474.32,13945.66,12006.92,37202.909999999996
2015-11-28,28,Nov,2015,Saturday,6555,1155,397,1927,10034,20779.35,7322.7,2151.74,13739.51,43993.3
2015-11-29,29,Nov,2015,Sunday,1305,1019,4401,1121,7846,4136.85,6460.46,23853.42,7992.73,42443.45999999999
2015-11-30,30,Nov,2015,Monday,875,1682,1124,977,4658,2773.75,10663.88,6092.08,6966.01,26495.72
2015-01-12,12,Jan,2015,Monday,7640,3757,4803,1032,17232,24218.8,23819.38,26032.26,7358.16,81428.6
2015-02-12,12,Feb,2015,Thursday,6052,2203,3194,341,11790,19184.84,13967.02,17311.48,2431.33,52894.67
2015-03-12,12,Mar,2015,Thursday,2383,1178,879,1274,5714,7554.11,7468.52,4764.18,9083.62,28870.43
2015-04-12,12,Apr,2015,Sunday,5721,3973,5058,1711,16463,18135.57,25188.82,27414.36,12199.43,82938.18
2015-05-12,12,May,2015,Tuesday,2914,3467,1462,1198,9041,9237.38,21980.78,7924.04,8541.74,47683.939999999995
2015-06-12,12,Jun,2015,Friday,5204,639,387,1426,7656,16496.68,4051.26,2097.54,10167.38,32812.86
2015-07-12,12,Jul,2015,Sunday,1744,2353,4851,1345,10293,5528.48,14918.02,26292.42,9589.85,56328.77
2015-08-12,12,Aug,2015,Wednesday,4708,3200,2041,269,10218,14924.36,20288.0,11062.22,1917.97,48192.55
2015-09-12,12,Sep,2015,Saturday,7873,3280,3499,1288,15940,24957.41,20795.2,18964.58,9183.44,73900.63
2015-10-12,12,Oct,2015,Monday,1130,2377,1858,1533,6898,3582.1,15070.18,10070.36,10930.29,39652.93
2015-11-12,12,Nov,2015,Thursday,5342,1124,2533,616,9615,16934.14,7126.16,13728.86,4392.08,42181.240000000005
2015-12-12,12,Dec,2015,Saturday,4029,2712,1911,633,9285,12771.93,17194.08,10357.62,4513.29,44836.920000000006
2015-12-13,13,Dec,2015,Sunday,5150,3061,1919,845,10975,16325.5,19406.74,10400.98,6024.85,52158.07
2015-12-14,14,Dec,2015,Monday,1676,3198,5013,340,10227,5312.92,20275.32,27170.46,2424.2,55182.899999999994
2015-12-15,15,Dec,2015,Tuesday,5810,2408,5712,1945,15875,18417.7,15266.72,30959.04,13867.85,78511.31
2015-12-16,16,Dec,2015,Wednesday,7711,2321,4053,1087,15172,24443.87,14715.14,21967.26,7750.31,68876.57999999999
2015-12-17,17,Dec,2015,Thursday,3297,2375,4942,1230,11844,10451.49,15057.5,26785.64,8769.9,61064.53
2015-12-18,18,Dec,2015,Friday,7652,2273,4485,667,15077,24256.84,14410.82,24308.7,4755.71,67732.07
2015-12-19,19,Dec,2015,Saturday,3150,602,533,1396,5681,9985.5,3816.68,2888.86,9953.48,26644.52
2015-12-20,20,Dec,2015,Sunday,5263,3130,2815,744,11952,16683.71,19844.2,15257.3,5304.72,57089.93000000001
2015-12-21,21,Dec,2015,Monday,4549,3393,1757,1351,11050,14420.33,21511.62,9522.94,9632.63,55087.52
2015-12-22,22,Dec,2015,Tuesday,1836,2740,2433,1353,8362,5820.12,17371.6,13186.86,9646.89,46025.47
2015-12-23,23,Dec,2015,Wednesday,5162,1944,3293,1446,11845,16363.54,12324.96,17848.06,10309.98,56846.53999999999
2015-12-24,24,Dec,2015,Thursday,7021,3487,717,669,11894,22256.57,22107.58,3886.14,4769.97,53020.26
2015-12-25,25,Dec,2015,Friday,727,3163,783,1967,6640,2304.59,20053.42,4243.86,14024.71,40626.58
2015-12-26,26,Dec,2015,Saturday,6685,3320,4771,526,15302,21191.45,21048.8,25858.82,3750.38,71849.45000000001
2015-12-27,27,Dec,2015,Sunday,4019,2065,4935,480,11499,12740.23,13092.1,26747.7,3422.4,56002.43
2015-12-28,28,Dec,2015,Monday,5670,3070,656,1287,10683,17973.9,19463.8,3555.52,9176.31,50169.52999999999
2015-12-29,29,Dec,2015,Tuesday,4980,3443,962,1532,10917,15786.6,21828.62,5214.04,10923.16,53752.42
2015-12-30,30,Dec,2015,Wednesday,6471,1273,504,1617,9865,20513.07,8070.82,2731.68,11529.21,42844.78
2016-01-01,1,Jan,2016,Friday,4853,2422,2280,367,9922,15384.01,15355.48,12357.6,2616.71,45713.799999999996
2016-02-01,1,Feb,2016,Monday,7166,445,1363,942,9916,22716.22,2821.3,7387.46,6716.46,39641.44
2016-03-01,1,Mar,2016,Tuesday,1707,574,2223,1799,6303,5411.19,3639.16,12048.66,12826.87,33925.88
2016-04-01,1,Apr,2016,Friday,5791,2793,5063,1307,14954,18357.47,17707.62,27441.46,9318.91,72825.45999999999
2016-05-01,1,May,2016,Sunday,1065,2039,2938,529,6571,3376.05,12927.26,15923.96,3771.77,35999.04
2016-06-01,1,Jun,2016,Wednesday,3362,1085,1930,1250,7627,10657.54,6878.9,10460.6,8912.5,36909.54
2016-07-01,1,Jul,2016,Friday,7962,2007,2042,1826,13837,25239.54,12724.38,11067.64,13019.38,62050.939999999995
2016-08-01,1,Aug,2016,Monday,3137,3001,3993,1088,11219,9944.29,19026.34,21642.06,7757.44,58370.130000000005
2016-09-01,1,Sep,2016,Thursday,5765,2428,778,531,9502,18275.05,15393.52,4216.76,3786.03,41671.36
2016-10-01,1,Oct,2016,Saturday,5821,2992,2611,551,11975,18452.57,18969.28,14151.62,3928.63,55502.1
2016-11-01,1,Nov,2016,Tuesday,5534,2355,3725,1332,12946,17542.78,14930.7,20189.5,9497.16,62160.14
2016-12-01,1,Dec,2016,Thursday,7637,2791,1424,1381,13233,24209.29,17694.94,7718.08,9846.53,59468.84
2016-01-13,13,Jan,2016,Wednesday,7888,1104,4945,1625,15562,25004.96,6999.36,26801.9,11586.25,70392.47
2016-01-14,14,Jan,2016,Thursday,3921,1540,3786,909,10156,12429.57,9763.6,20520.12,6481.17,49194.45999999999
2016-01-15,15,Jan,2016,Friday,7985,1118,5727,386,15216,25312.45,7088.12,31040.34,2752.18,66193.09
2016-01-16,16,Jan,2016,Saturday,4465,1313,3728,1227,10733,14154.05,8324.42,20205.76,8748.51,51432.74
2016-01-17,17,Jan,2016,Sunday,5160,3413,1279,744,10596,16357.2,21638.42,6932.18,5304.72,50232.52
2016-01-18,18,Jan,2016,Monday,7149,1578,559,1606,10892,22662.33,10004.52,3029.78,11450.78,47147.41
2016-01-19,19,Jan,2016,Tuesday,793,3191,4102,1380,9466,2513.81,20230.94,22232.84,9839.4,54816.99
2016-01-20,20,Jan,2016,Wednesday,7008,3777,1942,1751,14478,22215.36,23946.18,10525.64,12484.63,69171.81
2016-01-21,21,Jan,2016,Thursday,5928,3280,3031,1262,13501,18791.76,20795.2,16428.02,8998.06,65013.03999999999
2016-01-22,22,Jan,2016,Friday,6052,575,864,1553,9044,19184.84,3645.5,4682.88,11072.89,38586.11
2016-01-23,23,Jan,2016,Saturday,7898,3591,5526,1058,18073,25036.66,22766.94,29950.92,7543.54,85298.05999999998
2016-01-24,24,Jan,2016,Sunday,6054,2211,407,1465,10137,19191.18,14017.74,2205.94,10445.45,45860.31
2016-01-25,25,Jan,2016,Monday,5519,1513,3572,627,11231,17495.23,9592.42,19360.24,4470.51,50918.4
2016-01-26,26,Jan,2016,Tuesday,407,1712,2194,595,4908,1290.19,10854.08,11891.48,4242.35,28278.1
2016-01-27,27,Jan,2016,Wednesday,948,1013,4093,902,6956,3005.16,6422.42,22184.06,6431.26,38042.9
2016-01-28,28,Jan,2016,Thursday,758,974,3216,1383,6331,2402.86,6175.16,17430.72,9860.79,35869.53
2016-01-29,29,Jan,2016,Friday,7473,1680,3538,1713,14404,23689.41,10651.2,19175.96,12213.69,65730.26
2016-01-30,30,Jan,2016,Saturday,1300,2530,4030,785,8645,4121.0,16040.2,21842.6,5597.05,47600.850000000006
2016-01-31,31,Jan,2016,Sunday,5839,1562,5248,1609,14258,18509.63,9903.08,28444.16,11472.17,68329.04
2016-01-02,2,Jan,2016,Saturday,467,1625,1880,1587,5559,1480.39,10302.5,10189.6,11315.31,33287.799999999996
2016-02-02,2,Feb,2016,Tuesday,1060,3144,5817,680,10701,3360.2,19932.96,31528.14,4848.4,59669.700000000004
2016-03-02,2,Mar,2016,Wednesday,2058,1883,5081,1672,10694,6523.86,11938.22,27539.02,11921.36,57922.46
2016-04-02,2,Apr,2016,Saturday,7719,2457,553,855,11584,24469.23,15577.38,2997.26,6096.15,49140.020000000004
2016-05-02,2,May,2016,Monday,4136,2683,3789,1293,11901,13111.12,17010.22,20536.38,9219.09,59876.81
2016-06-02,2,Jun,2016,Thursday,6580,1492,591,878,9541,20858.6,9459.28,3203.22,6260.14,39781.24
2016-07-02,2,Jul,2016,Saturday,4866,1487,5001,1968,13322,15425.22,9427.58,27105.42,14031.84,65990.06
2016-08-02,2,Aug,2016,Tuesday,1763,2608,738,1202,6311,5588.71,16534.72,3999.96,8570.26,34693.65
2016-09-02,2,Sep,2016,Friday,4891,1996,2984,459,10330,15504.47,12654.64,16173.28,3272.67,47605.06
2016-10-02,2,Oct,2016,Sunday,6217,2134,2358,1262,11971,19707.89,13529.56,12780.36,8998.06,55015.869999999995
2016-11-02,2,Nov,2016,Wednesday,6734,1328,3088,1848,12998,21346.78,8419.52,16736.96,13176.24,59679.49999999999
2016-12-02,2,Dec,2016,Friday,898,3456,3449,806,8609,2846.66,21911.04,18693.58,5746.78,49198.06
2016-02-13,13,Feb,2016,Saturday,6599,2841,3937,910,14287,20918.83,18011.94,21338.54,6488.3,66757.61
2016-02-14,14,Feb,2016,Sunday,4115,1175,298,952,6540,13044.55,7449.5,1615.16,6787.76,28896.97
2016-02-15,15,Feb,2016,Monday,370,3634,5343,464,9811,1172.9,23039.56,28959.06,3308.32,56479.840000000004
2016-02-16,16,Feb,2016,Tuesday,6166,865,4269,1858,13158,19546.22,5484.1,23137.98,13247.54,61415.840000000004
2016-02-17,17,Feb,2016,Wednesday,7214,1708,2304,1262,12488,22868.38,10828.72,12487.68,8998.06,55182.84
2016-02-18,18,Feb,2016,Thursday,5177,3638,1396,666,10877,16411.09,23064.92,7566.32,4748.58,51790.909999999996
2016-02-19,19,Feb,2016,Friday,3268,3419,4002,294,10983,10359.56,21676.46,21690.84,2096.22,55823.08
2016-02-20,20,Feb,2016,Saturday,7580,1489,4343,1576,14988,24028.6,9440.26,23539.06,11236.88,68244.8
2016-02-21,21,Feb,2016,Sunday,6677,642,5454,1683,14456,21166.09,4070.28,29560.68,11999.79,66796.84
2016-02-22,22,Feb,2016,Monday,7183,3760,3984,1552,16479,22770.11,23838.4,21593.28,11065.76,79267.55
2016-02-23,23,Feb,2016,Tuesday,2177,1700,2491,601,6969,6901.09,10778.0,13501.22,4285.13,35465.439999999995
2016-02-24,24,Feb,2016,Wednesday,5806,2217,2047,1338,11408,18405.02,14055.78,11094.74,9539.94,53095.48
2016-02-25,25,Feb,2016,Thursday,3494,1360,645,1252,6751,11075.98,8622.4,3495.9,8926.76,32121.04
2016-02-26,26,Feb,2016,Friday,3988,1947,4178,1507,11620,12641.96,12343.98,22644.76,10744.91,58375.61
2016-02-27,27,Feb,2016,Saturday,5112,3554,2930,1861,13457,16205.04,22532.36,15880.6,13268.93,67886.93
2016-01-03,3,Jan,2016,Sunday,1558,2531,1553,1578,7220,4938.86,16046.54,8417.26,11251.14,40653.8
2016-02-03,3,Feb,2016,Wednesday,5940,1454,640,1394,9428,18829.8,9218.36,3468.8,9939.22,41456.18
2016-03-03,3,Mar,2016,Thursday,3282,3156,5584,1661,13683,10403.94,20009.04,30265.28,11842.93,72521.19
2016-04-03,3,Apr,2016,Sunday,6269,3267,1798,1377,12711,19872.73,20712.78,9745.16,9818.01,60148.68
2016-05-03,3,May,2016,Tuesday,6292,3765,1037,1126,12220,19945.64,23870.1,5620.54,8028.38,57464.659999999996
2016-06-03,3,Jun,2016,Friday,4127,2805,4628,1126,12686,13082.59,17783.7,25083.76,8028.38,63978.43
2016-07-03,3,Jul,2016,Sunday,7241,2711,1476,579,12007,22953.97,17187.74,7999.92,4128.27,52269.90000000001
2016-08-03,3,Aug,2016,Wednesday,5146,2041,2756,1068,11011,16312.82,12939.94,14937.52,7614.84,51805.119999999995
2016-09-03,3,Sep,2016,Saturday,699,2016,3331,806,6852,2215.83,12781.44,18054.02,5746.78,38798.07
2016-10-03,3,Oct,2016,Monday,1089,806,1864,1610,5369,3452.13,5110.04,10102.88,11479.3,30144.35
2016-11-03,3,Nov,2016,Thursday,7936,3899,2879,940,15654,25157.12,24719.66,15604.18,6702.2,72183.16
2016-12-03,3,Dec,2016,Saturday,2269,3690,1316,1294,8569,7192.73,23394.6,7132.72,9226.22,46946.27
2016-03-13,13,Mar,2016,Sunday,4619,2398,2242,1650,10909,14642.23,15203.32,12151.64,11764.5,53761.69
2016-03-14,14,Mar,2016,Monday,7269,3548,3436,1128,15381,23042.73,22494.32,18623.12,8042.64,72202.81
2016-03-15,15,Mar,2016,Tuesday,6847,2420,4156,646,14069,21704.99,15342.8,22525.52,4605.98,64179.28999999999
2016-03-16,16,Mar,2016,Wednesday,7093,3720,2644,761,14218,22484.81,23584.8,14330.48,5425.93,65826.01999999999
2016-03-17,17,Mar,2016,Thursday,1690,282,4235,1388,7595,5357.3,1787.88,22953.7,9896.44,39995.32
2016-03-18,18,Mar,2016,Friday,711,2671,1781,1486,6649,2253.87,16934.14,9653.02,10595.18,39436.21
2016-03-19,19,Mar,2016,Saturday,2246,776,2692,705,6419,7119.82,4919.84,14590.64,5026.65,31656.949999999997
2016-03-20,20,Mar,2016,Sunday,429,2904,3457,275,7065,1359.93,18411.36,18736.94,1960.75,40468.979999999996
2016-03-21,21,Mar,2016,Monday,1595,1996,5767,1364,10722,5056.15,12654.64,31257.14,9725.32,58693.25
2016-03-22,22,Mar,2016,Tuesday,3756,801,4671,1317,10545,11906.52,5078.34,25316.82,9390.21,51691.89
2016-03-23,23,Mar,2016,Wednesday,5164,802,2269,725,8960,16369.88,5084.68,12297.98,5169.25,38921.78999999999
2016-03-24,24,Mar,2016,Thursday,3458,1973,3589,1895,10915,10961.86,12508.82,19452.38,13511.35,56434.409999999996
2016-03-25,25,Mar,2016,Friday,4147,2243,5848,1074,13312,13145.99,14220.62,31696.16,7657.62,66720.39
2016-03-26,26,Mar,2016,Saturday,1358,3706,272,1143,6479,4304.86,23496.04,1474.24,8149.59,37424.73
2016-03-27,27,Mar,2016,Sunday,2073,2034,1563,1411,7081,6571.41,12895.56,8471.46,10060.43,37998.86
2016-03-28,28,Mar,2016,Monday,5593,3009,4021,1519,14142,17729.81,19077.06,21793.82,10830.47,69431.16
2016-03-29,29,Mar,2016,Tuesday,4558,1443,3659,1665,11325,14448.86,9148.62,19831.78,11871.45,55300.71000000001
2016-03-30,30,Mar,2016,Wednesday,3716,2895,4611,1710,12932,11779.72,18354.3,24991.62,12192.3,67317.94
2016-03-31,31,Mar,2016,Thursday,7825,3908,396,884,13013,24805.25,24776.72,2146.32,6302.92,58031.21
2016-01-04,4,Jan,2016,Monday,5180,1078,5790,1643,13691,16420.6,6834.52,31381.8,11714.59,66351.51
2016-02-04,4,Feb,2016,Thursday,1445,799,2295,460,4999,4580.65,5065.66,12438.9,3279.8,25365.01
2016-03-04,4,Mar,2016,Friday,5547,863,5164,1989,13563,17583.99,5471.42,27988.88,14181.57,65225.86000000001
2016-04-04,4,Apr,2016,Monday,7246,1728,1782,1663,12419,22969.82,10955.52,9658.44,11857.19,55440.97
2016-05-04,4,May,2016,Wednesday,6915,2455,1157,1338,11865,21920.55,15564.7,6270.94,9539.94,53296.130000000005
2016-06-04,4,Jun,2016,Saturday,5738,279,2723,336,9076,18189.46,1768.86,14758.66,2395.68,37112.659999999996
2016-07-04,4,Jul,2016,Monday,2343,1430,368,650,4791,7427.31,9066.2,1994.56,4634.5,23122.570000000003
2016-08-04,4,Aug,2016,Thursday,6380,3604,3799,556,14339,20224.6,22849.36,20590.58,3964.28,67628.82
2016-09-04,4,Sep,2016,Sunday,5453,2911,3616,473,12453,17286.01,18455.74,19598.72,3372.49,58712.96
2016-10-04,4,Oct,2016,Tuesday,6201,544,4323,512,11580,19657.17,3448.96,23430.66,3650.56,50187.34999999999
2016-11-04,4,Nov,2016,Friday,4364,2073,3917,1350,11704,13833.88,13142.82,21230.14,9625.5,57832.34
2016-12-04,4,Dec,2016,Sunday,1985,1984,2421,1486,7876,6292.45,12578.56,13121.82,10595.18,42588.009999999995
2016-04-13,13,Apr,2016,Wednesday,4516,3927,3259,513,12215,14315.72,24897.18,17663.78,3657.69,60534.37
2016-04-14,14,Apr,2016,Thursday,5081,1113,1522,1838,9554,16106.77,7056.42,8249.24,13104.94,44517.37
2016-04-15,15,Apr,2016,Friday,4794,2659,447,1914,9814,15196.98,16858.06,2422.74,13646.82,48124.6
2016-04-16,16,Apr,2016,Saturday,1887,3924,3432,802,10045,5981.79,24878.16,18601.44,5718.26,55179.65
2016-04-17,17,Apr,2016,Sunday,6847,819,4536,1457,13659,21704.99,5192.46,24585.12,10388.41,61870.979999999996
2016-04-18,18,Apr,2016,Monday,1898,1333,4552,1700,9483,6016.66,8451.22,24671.84,12121.0,51260.72
2016-04-19,19,Apr,2016,Tuesday,1472,1486,2227,268,5453,4666.24,9421.24,12070.34,1910.84,28068.66
2016-04-20,20,Apr,2016,Wednesday,314,3953,2773,1890,8930,995.38,25062.02,15029.66,13475.7,54562.759999999995
2016-04-21,21,Apr,2016,Thursday,6860,2296,3945,451,13552,21746.2,14556.64,21381.9,3215.63,60900.369999999995
2016-04-22,22,Apr,2016,Friday,2165,506,2001,1290,5962,6863.05,3208.04,10845.42,9197.7,30114.210000000003
2016-04-23,23,Apr,2016,Saturday,3724,1903,5856,465,11948,11805.08,12065.02,31739.52,3315.45,58925.06999999999
2016-04-24,24,Apr,2016,Sunday,5325,612,2532,1445,9914,16880.25,3880.08,13723.44,10302.85,44786.62
2016-04-25,25,Apr,2016,Monday,4833,3579,1137,1117,10666,15320.61,22690.86,6162.54,7964.21,52138.22
2016-04-26,26,Apr,2016,Tuesday,7962,1879,3572,634,14047,25239.54,11912.86,19360.24,4520.42,61033.06
2016-04-27,27,Apr,2016,Wednesday,4712,3795,4364,254,13125,14937.04,24060.3,23652.88,1811.02,64461.24
2016-04-28,28,Apr,2016,Thursday,6288,3910,4776,918,15892,19932.96,24789.4,25885.92,6545.34,77153.62
2016-04-29,29,Apr,2016,Friday,6984,1910,4405,1086,14385,22139.28,12109.4,23875.1,7743.18,65866.95999999999
2016-04-30,30,Apr,2016,Saturday,2065,3024,5021,801,10911,6546.05,19172.16,27213.82,5711.13,58643.159999999996
2016-01-05,5,Jan,2016,Tuesday,2630,2299,1630,869,7428,8337.1,14575.66,8834.6,6195.97,37943.33
2016-02-05,5,Feb,2016,Friday,1095,3096,5770,1158,11119,3471.15,19628.64,31273.4,8256.54,62629.73
2016-03-05,5,Mar,2016,Saturday,1683,1655,4672,1344,9354,5335.11,10492.7,25322.24,9582.72,50732.770000000004
2016-04-05,5,Apr,2016,Tuesday,3651,3265,4360,1087,12363,11573.67,20700.1,23631.2,7750.31,63655.28
2016-05-05,5,May,2016,Thursday,1868,1112,5570,945,9495,5921.56,7050.08,30189.4,6737.85,49898.89
2016-06-05,5,Jun,2016,Sunday,1577,276,4487,1662,8002,4999.09,1749.84,24319.54,11850.06,42918.53
2016-07-05,5,Jul,2016,Tuesday,5609,745,359,1423,8136,17780.53,4723.3,1945.78,10145.99,34595.6
2016-08-05,5,Aug,2016,Friday,6627,3087,456,1245,11415,21007.59,19571.58,2471.52,8876.85,51927.53999999999
2016-09-05,5,Sep,2016,Monday,4502,914,3442,543,9401,14271.34,5794.76,18655.64,3871.59,42593.33
2016-10-05,5,Oct,2016,Wednesday,6888,3112,5500,253,15753,21834.96,19730.08,29810.0,1803.89,73178.93000000001
2016-11-05,5,Nov,2016,Saturday,5321,3614,4575,1135,14645,16867.57,22912.76,24796.5,8092.55,72669.38
2016-12-05,5,Dec,2016,Monday,6356,1715,2958,738,11767,20148.52,10873.1,16032.36,5261.94,52315.920000000006
2016-05-13,13,May,2016,Friday,2946,2397,5210,307,10860,9338.82,15196.98,28238.2,2188.91,54962.91
2016-05-14,14,May,2016,Saturday,3075,2540,491,1457,7563,9747.75,16103.6,2661.22,10388.41,38900.979999999996
2016-05-15,15,May,2016,Sunday,5442,2229,2104,1661,11436,17251.14,14131.86,11403.68,11842.93,54629.61
2016-05-16,16,May,2016,Monday,3771,1061,4672,1155,10659,11954.07,6726.74,25322.24,8235.15,52238.200000000004
2016-05-17,17,May,2016,Tuesday,1562,2984,3389,553,8488,4951.54,18918.56,18368.38,3942.89,46181.37
2016-05-18,18,May,2016,Wednesday,6717,1244,4883,1576,14420,21292.89,7886.96,26465.86,11236.88,66882.59
2016-05-19,19,May,2016,Thursday,385,2036,5897,514,8832,1220.45,12908.24,31961.74,3664.82,49755.25
2016-05-20,20,May,2016,Friday,7857,646,4324,1828,14655,24906.69,4095.64,23436.08,13033.64,65472.05
2016-05-21,21,May,2016,Saturday,5395,1516,5598,774,13283,17102.15,9611.44,30341.16,5518.62,62573.37
2016-05-22,22,May,2016,Sunday,2184,3523,2306,1440,9453,6923.28,22335.82,12498.52,10267.2,52024.81999999999
2016-05-23,23,May,2016,Monday,3897,1414,4776,1074,11161,12353.49,8964.76,25885.92,7657.62,54861.79
2016-05-24,24,May,2016,Tuesday,3199,2677,2275,1839,9990,10140.83,16972.18,12330.5,13112.07,52555.58
2016-05-25,25,May,2016,Wednesday,7678,3525,1776,1382,14361,24339.26,22348.5,9625.92,9853.66,66167.34
